nbagameid,off_team,O_rank_1,O_rank_2,O_rank_3,O_rank_4,O_rank_5,O_rank_6,O_rank_7,O_rank_8,O_rank_9,O_rank_10,O_rank_11,off_home,Oefg,OTORatio,O_reb_perc,OFTRate,O_west_conference,O_win,O_rank,Defg,DTORatio,D_reb_perc,DFTRate,D_west_conference,D_rank,def_team,D_rank_1,D_rank_2,D_rank_3,D_rank_4,D_rank_5,D_rank_6,D_rank_7,D_rank_8,D_rank_9,D_rank_10,D_rank_11
22300094,PHX,0.5964841,0.6114,0,0.47889895,0,0.58877005,0,0.4688137,0.52053615,0.15102211,0.5208203,1,0.58823529,0.11111111,0.24390244,0.30588235,1,1,0.35714286,0.57926829,0.14285714,0.25,0.25609756,1,0.14285714,MIN,0.70021645,0.73327777,0.63016035,0.69437175,0.82919794,0.41854206,0.37876561,0.35908215,0,0.23861522,0.02223791
22300113,PHX,0.75669817,0.73966667,0,0.63078436,0,0.82658518,0,0.41948634,0.67348085,0,0.31039277,1,0.61445783,0.19,0.24390244,0.14457831,1,0,0.35714286,0.48369565,0.06666667,0.40384615,0.2826087,1,0.14285714,MIN,0.56493506,0.51677433,0.45684067,0.44721238,0.68890286,0.42168224,0.5,0.45086705,0,0.55164604,0.29262266
22300123,MIN,0.64627578,0.647,0.52031951,0.44870444,0.62096774,0.44270435,0.44488189,0.61842642,0,0.44972883,0.10879388,1,0.5060241,0.14285714,0.26086957,0.31325301,1,1,0.14285714,0.54945055,0.14444444,0.49019608,0.17582418,1,0.35714286,PHX,0,0,0.77345616,0.65236691,0,0.74463551,0,0.31739359,0.37222385,0.66925504,0.60713025
22300131,PHX,0.74382685,0.66433333,0.67211915,0.39042202,0,0.55500382,0,0.65144721,0.27219289,0.44430538,0.1991658,1,0.6375,0.14141414,0.15384615,0.2375,1,0,0.35714286,0.62345679,0.16494845,0.275,0.22222222,1,0.14285714,MIN,0.62801484,0.52969369,0.65506653,0,0.56975927,0.49046729,0.75495959,0.47819233,0,0.45539109,0.37698553
22300138,MIN,0.72553602,0.56933333,0.53845909,0.42061653,0.64492608,0.50683728,0.37508948,0.65923359,0,0.38118481,0.07473062,1,0.61111111,0.11578947,0.275,0.2962963,1,1,0.14285714,0.44148936,0.10526316,0.35087719,0.23404255,1,0.35714286,PHX,0.65739023,0,0.66359604,0.59005532,0,0.75364486,0,0.38318445,0.51453828,0.31472943,0.48619838
22300014,DAL,0.64322731,0,0.51070872,0.5951127,0.31821237,0.66203209,0,0.43171627,0.58807892,0.46015853,0.25790754,1,0.61734694,0.09090909,0.39583333,0.23469388,1,1,0.28571429,0.54651163,0.18367347,0.40909091,0.30232558,1,0.35714286,PHX,0.64038343,0.6147114,0,0.54907742,0,0.69570093,0,0.37291995,0.63340152,0.48147699,0.44440522
22300006,DEN,0.72418115,0.68816667,0.70457945,0.74222316,0.78931452,0.45492743,0.31424481,0.3047289,0,0.28744264,0,1,0.59677419,0.20618557,0.47916667,0.15053763,1,1,0.07142857,0.59259259,0.17346939,0.12820513,0.13580247,1,0.5,LAL,0.45949289,0.83489616,0.76492665,0.56911916,0.76322893,0,0,0.60465931,0.33533022,0,0.64313449
22300024,DEN,0.7251973,0.6868,0.74308627,0.8285935,0,0.67700535,0.42913386,0.27011822,0.0400614,0.30663329,0,1,0.5890411,0.14893617,0.24324324,0.34246575,1,1,0.07142857,0.46470588,0.09090909,0.13207547,0.17647059,1,0.5,LAL,0,0.53900118,0.55578301,0.54771922,0.59039308,0,0.56355621,0.51693817,0.61294565,0,0.45993646
22300026,LAL,0.54432138,0.58356667,0.43153104,0.55894951,0.59307796,0,0.51181102,0.60428047,0.19207009,0.52982895,0.45811609,1,0.71604938,0.19791667,0.44444444,0.22222222,1,1,0.5,0.51098901,0.11702128,0.32,0.12087912,1,0.07142857,DEN,0.70865801,0.7849552,0.76765609,0.76423626,0,0.62437383,0.30191036,0.15098967,0,0.27469061,0.16484292
22300042,LAL,0.59208075,0.52733333,0.45762658,0.55262973,0.61525538,0,0.61095204,0.12433755,0.55112509,0.47100542,0.55578728,1,0.63372093,0.14563107,0.25641026,0.25581395,1,1,0.5,0.56097561,0.13541667,0.23404255,0.20731707,1,0.07142857,DEN,0.51576994,0.56841703,0.62504265,0.62609733,0,0.46878505,0.55742101,0,0.38026008,0.34417213,0.42075538
22300061,DEN,0.73478305,0.59976667,0.6903542,0.73495541,0.68860887,0.55156608,0.41624911,0.26526702,0,0.29440968,0,1,0.6043956,0.12765957,0.28888889,0.0989011,1,1,0.07142857,0.54166667,0.13131313,0.24528302,0.0625,1,0.07142857,DEN,0.67099567,0.68382302,0.71204367,0.77616192,0,0.74549533,0.65473916,0.24098791,0,0.10434361,0.18072714
22300076,LAL,0.79598957,0.55633333,0.6667091,0.6951759,0.36458333,0,0.26807445,0.28740318,0,0.14893617,0.44629823,1,0.45833333,0.15533981,0.19230769,0.27380952,1,1,0.5,0.56790123,0.18947368,0.3255814,0.18518519,1,0.5,LAL,0.6436611,0.37473085,0.7062436,0.57143804,0.77543172,0,0.6098457,0.64214398,0.02593513,0.20076033,0.4204024
22300010,BOS,0.6750669,0.53466667,0.56137224,0.68994453,0.61454973,0.56455309,0,0.60167142,0.40177468,0,0.16197428,1,0.53723404,0.08333333,0.33333333,0.21276596,0,1,0,0.51685393,0.12121212,0.23076923,0.21348315,0,0.5,MIA,0.64780458,0.29832604,0,0.66816842,0.70369412,0.54485981,0,0.84568226,0,0,0.43346276
22300053,BOS,0.72079396,0.56853333,0.662572,0.69728249,0.46034946,0.47478992,0.60808876,0,0.43651953,0,0,1,0.63888889,0.16666667,0.35555556,0.1,0,1,0,0.47126437,0.15306122,0.22641509,0.09195402,0,0.5,MIA,0.61038961,0.37994027,0,0,0.71811559,0.64672897,0,0.83342091,0,0,0
22300056,MIA,0.85662026,0.65666667,0,0,0.67775538,0.72009167,0.55719399,0,0,0.91476846,0.54014599,1,0.58510638,0.06,0.19607843,0.14893617,0,0,0.5,0.59313725,0.17475728,0.38461538,0.04901961,0,0,BOS,0.51175015,0.49107453,0.64483112,0.53102329,0.55578153,0.5611215,0.34202792,0.50201436,0.23451198,0,0.21743735
22300068,MIA,0.65108559,0.26366667,0,0.72396601,0.64045699,0.50767762,0.41893343,0.84019568,0,0,0.57612096,1,0.44565217,0.07368421,0.29824561,0.22826087,0,1,0.5,0.57954545,0.10869565,0.3125,0.17045455,0,0,BOS,0.711812,0.74772522,0,0.70364727,0.51584514,0.78833645,0.63335783,0,0.41930888,0,0
22300080,BOS,0.84070047,0.72733333,0.63997709,0.76644899,0.26209677,0.23376623,0.52916965,0.73766816,0,0,0.29266597,1,0.55789474,0.15306122,0.38181818,0.13684211,0,1,0,0.50649351,0.16304348,0.23913043,0.24675325,0,0.5,MIA,0.66512059,0.56320761,0,0.66353066,0.70147543,0.78269159,0.33504776,0,0.52710403,0.62023781,0.25591246
22300150,MIA,0.77634387,0.3656,0,0.76890668,0.65725806,0.60275019,0,0.84064411,0.50323861,0.53274927,0,1,0.53409091,0.18,0.29166667,0.15909091,0,1,0.5,0.53246753,0.18085106,0.30434783,0.25974026,0,0,BOS,0.65306122,0.70952282,0.6888434,0.72978434,0.33761047,0.49084112,0.47575312,0.70380102,0,0,0
22300174,BOS,0.69186736,0.50966667,0.60401617,0.62685205,0.49415323,0.42207792,0.51574803,0.67240114,0.19731177,0,0.09975669,1,0.63372093,0.13541667,0.18604651,0.09302326,0,1,0,0.60119048,0.11111111,0.27906977,0.20238095,0,0.5,MIA,0.56437848,0.68139196,0,0.58044854,0.5883223,0.66684112,0.47244673,0,0.43834015,0.72191216,0.31902577
22300075,MIL,0.75466585,0.70066667,0.5518251,0.65234183,0.38340054,0.46524064,0.34609878,0,0.60241866,0.22361285,0,1,0.57407407,0.13592233,0.2,0.30864198,0,1,0.14285714,0.53333333,0.15306122,0.33333333,0.14444444,0,0.35714286,IND,0,0,0.43091095,0.36075132,0.59904596,0.58841121,0.36958119,0,0.51249269,0.62161288,0
22300097,MIL,0.58835484,0.58766667,0.38825064,0.66463029,0.42372312,0.53437739,0,0,0.58257516,0.35878181,0.11713591,1,0.54651163,0.2254902,0.30612245,0.18604651,0,0,0.14285714,0.52222222,0.17525773,0.30769231,0.1,0,0.35714286,IND,0,0.78071821,0.72671443,0.63461093,0.61838553,0.62616822,0.62086701,0.33736206,0.40619521,0.0905929,0
22300102,IND,0,0.72066667,0.60497088,0.39951548,0.74361559,0.62643239,0.51073729,0.51977171,0.61743233,0,0.33889468,1,0.47727273,0.16504854,0.28301887,0.23863636,0,0,0.35714286,0.61538462,0.1372549,0.28888889,0.1978022,0,0.14285714,MIL,0.61904762,0.67027853,0.71883316,0.60983205,0.59978553,0.4964486,0.71561352,0,0,0.35145191,0.00709495
22300158,IND,0,0.61266667,0.43729116,0.46871708,0.6515457,0.6921314,0.41302792,0.4691806,0.86188176,0,0.51616267,1,0.57920792,0.11428571,0.32,0.16831683,0,1,0.35714286,0.54210526,0.11111111,0.35849057,0.2,0,0.14285714,MIL,0.70098949,0.80363965,0.54622996,0.38062742,0.6800281,0.53570093,0.72667157,0,0,0.24670387,0
22300165,MIL,0.68455103,0.43566667,0.50090698,0.52489291,0.46236559,0.43174179,0,0,0.83380134,0.59699625,0,1,0.51666667,0.09433962,0.1372549,0.3,0,1,0.14285714,0.6402439,0.2,0.25,0.2195122,0,0.35714286,IND,0,0.78280197,0.48549983,0.65690529,0,0.68037383,0.31888317,0.71290944,0.52637347,0,0.48715143
22300171,IND,0,0.762,0.71161251,0.47180676,0.76008065,0.37715814,0.27809592,0.48071749,0.81568011,0,0,1,0.58695652,0.13,0.24,0.19565217,0,1,0.35714286,0.71348315,0.0990099,0.225,0.19101124,0,0.14285714,MIL,0.53586889,0.63450719,0.50221767,0.43561798,0.68446548,0.40373832,0.69801616,0,0,0.55164604,0.08295094
22300190,MIL,0.65135657,0.69033333,0.5518251,0.44062917,0.51344086,0.65851795,0.41374374,0,0,0.43471005,0,1,0.55617978,0.17346939,0.40384615,0.21348315,0,1,0.14285714,0.61764706,0.14141414,0.2173913,0.17647059,0,0.35714286,IND,0,0.77533514,0.54124872,0.65359261,0,0.75738318,0.5435709,0.4930811,0.55961426,0,0.51853159
22300161,NYK,0.66422789,0.482,0.37838526,0.66782529,0,0.63598167,0.32748747,0.76147574,0,0.46683354,0.03197775,1,0.555,0.04123711,0.32727273,0.15,0,1,0.07142857,0.5625,0.17346939,0.42222222,0.30681818,0,0.42857143,PHI,0.7469697,0.79808293,0,0,0,0,0.25238795,0,0,0.34469789,0.77303212
22300177,NYK,0.53856315,0.53166667,0.43407695,0.64496875,0,0.58632544,0.37687903,0.66245414,0,0.5844806,0.06882169,1,0.62643678,0.09677419,0.3255814,0.22988506,0,1,0.07142857,0.6125,0.14563107,0.0952381,0.2375,0,0.42857143,PHI,0.74437229,0.76891019,0,0.6453109,0,0.56691589,0.25495959,0,0,0.32908679,0.76985528
22300180,PHI,0.79575246,0.71333333,0,0,0,0,0.32426628,0,0.74693923,0.4308302,0.68474105,1,0.57142857,0.12121212,0.52830189,0.16190476,0,1,0.42857143,0.58888889,0.15238095,0.29411765,0.22222222,0,0.07142857,NYK,0.60636982,0.45252483,0.41589901,0.67277305,0,0.54168224,0.2270022,0.71749869,0,0.60381784,0
22300194,PHI,0.79331369,0.75166667,0,0,0,0,0.30243379,0,0,0.24363788,0.70559611,1,0.52352941,0.09574468,0.26530612,0.21176471,0,0,0.42857143,0.40555556,0.19,0.3220339,0.15555556,0,0.07142857,NYK,0.56740878,0.44696812,0.40259297,0.59495809,0,0.42878505,0.32035268,0.70835523,0,0.6430478,0.09565831
22300247,NYK,0.77597128,0.4814,0.26697005,0.65023524,0,0.65622613,0.29098067,0.87892377,0,0.50396329,0,1,0.52325581,0.07865169,0.38461538,0.26744186,0,0,0.07142857,0.55813953,0.11827957,0.33333333,0.20930233,0,0.42857143,PHI,0.75108225,0.74529416,0,0.58303243,0,0.47551402,0.27994122,0,0,0.4109035,0.7469114
22300255,PHI,0.73789926,0.45833333,0,0,0,0,0.3686471,0,0.64753454,0.6128494,0.6416406,1,0.62365591,0.07368421,0.35416667,0.23655914,0,1,0.42857143,0.51744186,0.14736842,0.34,0.23255814,0,0.07142857,NYK,0.62213976,0.58310759,0.3077448,0.49176798,0,0.53682243,0.50367377,0.65738308,0,0.52859338,0.08789269
22300268,NYK,0.810419,0.642,0.43219934,0.50277368,0,0.43506494,0.36578382,0.93285773,0,0.40383813,0,1,0.55681818,0.1122449,0.29411765,0.22727273,0,1,0.07142857,0.58045977,0.10891089,0.25,0.32183908,0,0.42857143,PHI,0.60853432,0.5442106,0,0.45814423,0,0,0.29426892,0,0.42920807,0.30372887,0.66043064
22300561,CLE,0.69166413,0.69933333,0.57728415,0.7679236,0,0.58403361,0.39799571,0,0.5774458,0.51355861,0,1,0.51578947,0.14285714,0.28571429,0.11578947,0,1,0.21428571,0.53658537,0.16842105,0.30612245,0.19512195,0,0.28571429,ORL,0.65398887,0.74727374,0.65267827,0.55388081,0.47295049,0,0,0.43895603,0.41653273,0.5896627,0.25873632
22300572,CLE,0.51891745,0.43233333,0.41240493,0.54353627,0,0.58517953,0.58482462,0,0.46463739,0.55110555,0,1,0.65591398,0.1122449,0.30232558,0.13978495,0,1,0.21428571,0.55063291,0.20212766,0.2826087,0.20253165,0,0.28571429,ORL,0.58658009,0.73553518,0,0.73021499,0.52065229,0,0.63041881,0.53673148,0.24828317,0.51524711,0.41334275
22300585,ORL,0.65169529,0,0.47099259,0.43360719,0.12889785,0.59640947,0,0.54370159,0.28503501,0.38881936,0.26416406,1,0.53846154,0.17204301,0.33333333,0.32051282,0,0,0.28571429,0.53723404,0.1509434,0.32,0.22340426,0,0.21428571,CLE,0.65219542,0.92050427,0,0,0.95943497,0,0.56135195,0.79873883,0.67354617,0.140055,0
22300601,ORL,0.63204959,0.555,0.54132323,0.34864125,0.21797715,0.78124523,0,0.41948634,0.31000786,0,0.28779979,1,0.53205128,0.15555556,0.38095238,0.28205128,0,1,0.28571429,0.55851064,0.10204082,0.19607843,0.09574468,0,0.21428571,CLE,0,0.81058554,0.63971341,0.70891443,0.71585993,0.70833645,0.43802351,0.70789981,0,0,0
22300714,CLE,0.60021001,0.527,0.4569901,0.69208623,0.55487231,0.56753247,0.32677165,0.67713004,0.34583848,0.27325824,0,1,0.71022727,0.09375,0.20512821,0.125,0,1,0.21428571,0.51265823,0.14893617,0.27083333,0.26582278,0,0.28571429,ORL,0.64990724,0.73550045,0.55100648,0.55851857,0.48626262,0.5835514,0.41300514,0.31711333,0,0,0.16491352
22300734,ORL,0.63374318,0.56666667,0.55755338,0.39428411,0.32694892,0.58479756,0.4158912,0.38442723,0.06477217,0.07217355,0.40006952,1,0.69512195,0.17525773,0.30555556,0.15853659,0,1,0.28571429,0.51351351,0.19148936,0.1627907,0.25675676,0,0.21428571,CLE,0,0.72320622,0.62436029,0.72912181,0,0.6884486,0.6193975,0.73988439,0.4350526,0,0
22300762,CLE,0.75093995,0.59666667,0.50918117,0.78642651,0.61706989,0.53006112,0.38904796,0.68079902,0,0.2323738,0,1,0.54891304,0.11458333,0.38,0.2173913,0,0,0.21428571,0.51764706,0.1588785,0.22641509,0.31764706,0,0.28571429,ORL,0.66264688,0.78314927,0.43944046,0.61480107,0.42007174,0.65072897,0.31814842,0.49395691,0.34566774,0,0.26441934
